test_name,epochs,10_last_epoch_reward_max,epsilon,epsilon_min,espilon_decay ,gamma,memory_size,actual_memory_size,BATCH_SIZE size,STEP_BETWEEN_STATE,TRAINING_FREQUENCY,TARGET_UPDATE_FREQUENCY,MIN_FRAME_FOR_NEG_REWARD
alex12_frame_window,480,62.68970099667807,0.049911691230058335,0.05,0.995,0.95,1000,1000,32,4,10,15,40
alex12_frame_window,490,56.23072100313499,0.049911691230058335,0.05,0.995,0.95,1000,1000,32,4,10,15,40
alex12_frame_window,500,61.82857142857165,0.049911691230058335,0.05,0.995,0.95,1000,1000,32,4,10,15,40
alex12_frame_window,510,73.83249097472944,0.049911691230058335,0.05,0.995,0.95,1000,1000,32,4,10,15,40
alex12_frame_window,520,63.14244604316565,0.049911691230058335,0.05,0.995,0.95,1000,1000,32,4,10,15,40
alex12_frame_window,530,75.34208494208526,0.049911691230058335,0.05,0.995,0.95,1000,1000,32,4,10,15,40
alex12_frame_window,540,66.92307692307718,0.049911691230058335,0.05,0.995,0.95,1000,1000,32,4,10,15,40
alex12_frame_window,550,81.65475285171135,0.049911691230058335,0.05,0.995,0.95,1000,1000,32,4,10,15,40
alex12_frame_window,560,62.361048689138784,0.049911691230058335,0.05,0.995,0.95,1000,1000,32,4,10,15,40
alex12_frame_window,570,55.56104868913882,0.049911691230058335,0.05,0.995,0.95,1000,1000,32,4,10,15,40
alex12_frame_window,580,53.758389261745116,0.049911691230058335,0.05,0.995,0.95,1000,1000,32,4,10,15,40
alex12_frame_window,590,42.58339920948638,0.049911691230058335,0.05,0.995,0.95,1000,1000,32,4,10,15,40
alex12_frame_window,600,81.18823529411786,0.049911691230058335,0.05,0.995,0.95,1000,1000,32,4,10,15,40
alex12_frame_window,610,72.84590163934467,0.049911691230058335,0.05,0.995,0.95,1000,1000,32,4,10,15,40
alex12_frame_window,620,65.61418439716351,0.049911691230058335,0.05,0.995,0.95,1000,1000,32,4,10,15,40
alex12_frame_window,630,63.46666666666697,0.049911691230058335,0.05,0.995,0.95,1000,1000,32,4,10,15,40
alex12_frame_window,640,59.01573033707886,0.049911691230058335,0.05,0.995,0.95,1000,1000,32,4,10,15,40
alex12_frame_window,650,95.90324909747316,0.049911691230058335,0.05,0.995,0.95,1000,1000,32,4,10,15,40
alex12_frame_window,660,81.55668789808945,0.049911691230058335,0.05,0.995,0.95,1000,1000,32,4,10,15,40
alex12_frame_window,670,71.09197080291999,0.049911691230058335,0.05,0.995,0.95,1000,1000,32,4,10,15,40
alex12_frame_window,680,50.23192182410445,0.049911691230058335,0.05,0.995,0.95,1000,1000,32,4,10,15,40
alex12_frame_window,690,65.01935483870994,0.049911691230058335,0.05,0.995,0.95,1000,1000,32,4,10,15,40
alex12_frame_window,700,53.79212598425215,0.049911691230058335,0.05,0.995,0.95,1000,1000,32,4,10,15,40
alex12_frame_window,710,77.35017064846474,0.049911691230058335,0.05,0.995,0.95,1000,1000,32,4,10,15,40
alex12_frame_window,720,59.21565836298955,0.049911691230058335,0.05,0.995,0.95,1000,1000,32,4,10,15,40
alex12_frame_window,730,94.47761194029876,0.049911691230058335,0.05,0.995,0.95,1000,1000,32,4,10,15,40
alex12_frame_window,740,62.88695652173945,0.049911691230058335,0.05,0.995,0.95,1000,1000,32,4,10,15,40
alex12_frame_window,750,70.52820512820537,0.049911691230058335,0.05,0.995,0.95,1000,1000,32,4,10,15,40
